disasterNumber,totalNumberIaApproved,totalAmountIhpApproved,totalAmountHaApproved,totalAmountOnaApproved,totalObligatedAmountPa,totalObligatedAmountCatAb,totalObligatedAmountCatC2g,paLoadDate,iaLoadDate,totalObligatedAmountHmgp,hash,lastRefresh,id
3061,,,,,,,,,,,df5f591400dfc0a41093b22cb4b7d5190ac2e84b,2023-03-18T13:22:12.883Z,1ce44100-e039-4ec6-a476-2cc57d396336
3062,,,,,,,,,,,43557c76cc06456efba115bc7d7382a4e2ddb4e8,2023-03-18T13:22:12.883Z,eca7f720-5ae5-4077-b66b-ac148ffc2352
3063,,,,,,,,,,,7bc0a109f749757bffa5e8bafbe45e3a53dff898,2023-03-18T13:22:12.883Z,a7df85de-8358-4ca1-86c5-7d800f479e34
3064,,,,,,,,,,,eae2b17546367f74094ff9dbeba440f04db70e4d,2023-03-18T13:22:12.883Z,6e7eb237-bb40-4b1f-954d-a612557794a6
3065,,,,,,,,,,,03a9243f1561b1b3e15da084e84be01ca6f50561,2023-03-18T13:22:12.883Z,6ca9a15d-ace9-4b5e-af76-817bdbc63349
3067,,,,,,,,,,,86e83d9f51b905dadccdf5c7b6d6e9006a987e50,2023-03-18T13:22:12.883Z,9e0542fd-4c82-43dc-960c-0d10d2154a69
3068,,,,,,,,,,,24312949f803e00e7870c26e10af455960a1b331,2023-03-18T13:22:12.883Z,26c00ffa-19c5-4c40-bc3c-5ca8f4b0a6ac
3069,,,,,,,,,,,ba1c965471f09e4c191a8d443c412f212c24070b,2023-03-18T13:22:12.883Z,235f88dd-7eeb-4e8d-847c-c224d9c75249
3070,,,,,,,,,,,4c9f9c755bf5b3b84220fe365a31b8b7596d9139,2023-03-18T13:22:12.883Z,8975c929-d576-4665-99e3-6050301822a8
3071,,,,,,,,,,,9eeb59ae6147c883e08f57df2e09de585febe536,2023-03-18T13:22:12.883Z,7f9e167d-91bc-4925-8777-62c4368dc1f0
3072,,,,,,,,,,,642fab919712fa6fd3c497270e9f73c49fd40ea1,2023-03-18T13:22:12.883Z,77cf77c3-c4cb-4788-8270-a702135724e0
3073,,,,,,,,,,,d4f3831d35f878cd50e3dde56ea5585f2e29a8fe,2023-03-18T13:22:12.883Z,6035d4a5-a629-45e2-ac82-1284aec54424
3074,,,,,,,,,,,8a5eaf104eefe567a2555cd3db6064f6ce7ae01f,2023-03-18T13:22:12.883Z,bc13f393-45f5-45c6-8dc7-d5bad81be56d
3075,,,,,,,,,,,1eac7bb36f07c95d31bba7b0594ed6dd625eb9d7,2023-03-18T13:22:12.883Z,9824d45a-5f71-4526-8537-146186d5ef78
3076,,,,,,,,,,,ce29c1cf9f52c052c3d5a58446d847bbdec02952,2023-03-18T13:22:12.883Z,afdcf4b1-bd9a-4b7d-b7d0-88553e763272
3077,,,,,,,,,,,acc24f532760d0037c458e535cc6e17d0524d655,2023-03-18T13:22:12.883Z,b5ee914d-68bc-43a1-a69d-a7f5221a54b4
3079,,,,,,,,,,,4f62e6299e7416e6a65453f3145443faf791abee,2023-03-18T13:22:12.883Z,ff0cb541-aaf3-47dc-a61e-3d5bd5a86e06
3081,,,,,,,,,,,3a337f057267e85a3519a080002fcec17d8b8a87,2023-03-18T13:22:12.883Z,dea09e29-5195-4b48-8a63-376d18aeab95
3082,,,,,,,,,,,313436abe2f1d72b59d4cde1883acbf62217a4b6,2023-03-18T13:22:12.883Z,912de540-1ba8-49f4-806a-c5359024e142
3083,,,,,,,,,,,7b9d38e11656c9c255ebd6fa434f2cd742dda145,2023-03-18T13:22:12.883Z,a8f7bdb8-bb09-4f8f-85d9-3ee50c6f413a
3084,,,,,,,,,,,c691c257919ee43a4ccd12641cfec30348917e10,2023-03-18T13:22:12.883Z,d74a649e-42f0-4ad3-8b35-74a9f14f6b08
3085,,,,,,,,,,,388adfcec8e5755fdf753b377fe09d0cc72e0fd8,2023-03-18T13:22:12.883Z,5e2dbf79-c755-4e22-9260-ef04f8f60f06
3086,,,,,,,,,,,cd09a643373768db449327abecbc2ca85dea9f4d,2023-03-18T13:22:12.883Z,92b27adc-3937-4be1-8e85-3210501a63cb
3087,,,,,,,,,,,afe3cb45a5ab862ec80aa93cb2eb7f4a8467e7d1,2023-03-18T13:22:12.883Z,72bf5e15-404a-4913-8bd8-159a189fdebd
3088,,,,,,,,,,,0250e72d4503a7ee9fc3acfc057488a46f5ccc8f,2023-03-18T13:22:12.883Z,26b6bbdb-9a59-4706-891e-c43fe06c456d
3089,,,,,,,,,,,3297b8784a3404d67ef22ce36ce6315fa293424f,2023-03-18T13:22:12.883Z,e79ecc07-266e-4096-9580-3c0f877ead8c
3090,,,,,,,,,,,f70ebb6ece7d707515081a15d8ab9344bf7ad752,2023-03-18T13:22:12.883Z,3e57937c-93c7-48bd-983a-f2195880561e
3091,,,,,,,,,,,e8615ad214c7d1e5746826010b594f79c24cc8ab,2023-03-18T13:22:12.883Z,b8b4380a-007c-46f5-8c0a-fec05ae5a2c0
3092,,,,,,,,,,,f19636c70f72222c2666783128b9628d6545c07b,2023-03-18T13:22:12.883Z,dff9e529-0c16-4545-b269-a6a181b3763d
3093,,,,,,,,,,,62a24c0f46a9ae25b0ccc4b7180a8647a66ceac2,2023-03-18T13:22:12.883Z,c9556bb4-fdfa-4a8d-8f79-479440cb91b8
3098,,,,,,,,,,,0b13fb02e82208a04fda3c0b4880013115cb945c,2023-03-18T13:22:12.883Z,0b38e2a1-9906-450c-ba36-6770ba18334f
3600,,,,,,,,,,,56efdb8afc4a23efaa275d04d22f6f3eceea5b9c,2023-09-27T23:02:39.718Z,3c9caa71-19da-4479-83e7-30ef043c95b8
4742,,,,,,,,,,0,e06ee7708b217b3912ec2ded76d58f5e338ec40e,2023-09-27T23:02:39.718Z,4dc2e961-e302-41df-b637-0f7b0685e219
4743,,,,,,,,,,0,195c75656827a328ef053cf221a86cc6008dbca2,2023-09-27T23:02:39.718Z,d5d15939-ec02-46af-9749-d32154284afe
3119,,,,,,,,,,,7dbb239dc778ef08e086590dbb23515ec36ab8a2,2023-03-18T13:22:12.883Z,89a7f77f-0fea-4772-b4f3-eebed3239895
3121,,,,,,,,,,,88f82db5bd1a626bac114524f606766dd9894415,2023-03-18T13:22:12.883Z,a984c68e-006d-46f8-8d17-9c8afbc9ffe9
3122,,,,,,,,,,,3b7123492adc5d991111c26206e917e022f19cb7,2023-03-18T13:22:12.883Z,5c934cff-38c5-4c03-a5f3-8ca4777c88b0
3124,,,,,,,,,,,96261fd09b94e4b59a51fa00b5ba7721d35fd9ef,2023-03-18T13:22:12.883Z,87e49333-4e80-4cd2-be73-b46f3661e6a6
3125,,,,,,,,,,,49c8905135685c5feb2b968f2e2655f22c075d22,2023-03-18T13:22:12.883Z,64c9de04-400a-4fec-aa0e-6e446469bf06
3128,,,,,,,,,,,bb6792eff03a1a33f0be02f10b23f68fd05ecc6b,2023-03-18T13:22:12.883Z,1beaa40c-5888-4786-a37d-280e85f9420b
3129,,,,,,,,,,,53378f3f766fc2dcb196465bbb52f9f4578d4da8,2023-03-18T13:22:12.883Z,d740fafb-b86e-4da9-b7e1-6f8b14e631b2
3130,,,,,,,,,,,4df6dcb707238320e0a216abe95fb6bb71b88c57,2023-03-18T13:22:12.883Z,bcb315cb-3b09-4c50-b655-dc98c02a5ca6
3145,,,,,,,,,,,7334b6f6e5deba581b157e4471b1067cff710453,2023-03-18T13:22:12.883Z,71cfdc5a-ed57-4649-a3dc-85fcb187d021
3146,,,,,,,,,,,b780af9dee4818fdfa77354c75b179887892ebc0,2023-03-18T13:22:12.883Z,e88df995-9b57-4292-87d6-2a19a8676e65
3147,,,,,,,,,,,157c6affa9bfba4fdbf9b8f3a28083445704cf75,2023-03-18T13:22:12.883Z,a056196e-fadf-438c-a83f-18162d55566b
3149,,,,,,,,,,,6ca0d07bcd1c80124b7c570d77a27784f45e7bd6,2023-03-18T13:22:12.883Z,5525547f-b53c-4be3-be1f-6abe8dcb7a38
3151,,,,,,,,,,,93489334deb47f2d0e0b3cadca908ec29330dd6a,2023-03-18T13:22:12.883Z,30fda6d5-50b4-4c34-b2a7-1566fd6fc665
3152,,,,,,,,,,,10005269f4db7f2c2ed8485a753771bb83b74c28,2023-03-18T13:22:12.883Z,25732488-29b3-4934-af20-0656b5069094
3158,,,,,,,,,,,cce87eea83aa55e871e42ae654e6f8525bd62759,2023-03-18T13:22:12.883Z,9e2bb15b-d688-48c0-bbfa-8e8b5b4c458e
3159,,,,,,,,,,,badb0e518015226140ea3f556867116c7ce11e64,2023-03-18T13:22:12.883Z,0da1ad25-4fe2-4fb0-ad31-18a11a79ccb3
3168,,,,,,,,,,,9821ff131405fb3ca848621e2ac492c8d9db63ab,2023-03-18T13:22:12.883Z,38b9a4c8-77dc-444c-98bb-3fcaf12dbcfa
3212,,,,,,,,,,,026463a1cd1e9a6a60aa6756e8f8da42f26c0720,2023-03-18T13:22:12.883Z,2e656fbd-defb-4e95-abff-91369eed7210
3213,,,,,,,,,,,2483b21d8e0ce98b05106c8ff9f909b4e04dc52a,2023-03-18T13:22:12.883Z,a6394355-64c3-4afe-938d-2d62517012d2
3214,,,,,,,,,,,2a2dddb4ee56f3c4bbcaad0f756e457fdd7c4969,2023-03-18T13:22:12.883Z,534acf21-5d5f-4499-9514-8477da0c4f36
3597,,,,,,,,,,,7cc35d189117861c974e6e37848111faff0ddd5a,2023-08-31T23:03:34.017Z,2be5cd33-8dc1-4813-a6a2-a3785b99c6a3
3260,,,,,,,,,,,92e71969b96d8523a5c5d72fbbf452cc92bd6f48,2023-03-18T13:22:12.883Z,ea0b5811-dd07-4139-a2fe-62c2e7234642
3268,,,,,,,,,,,94f25b753d43146c29e5f82b4a5feb2a9f0c703c,2023-03-18T13:22:12.883Z,45ef7948-2dab-40fa-87dc-b1d791982397
4040,1718,1335491.28,511993.98,823497.3,,,,,2023-11-01T00:00:00.000Z,86362,e5ebb57d2f8e06e262700742472eb83f86db29a8,2023-11-01T05:42:35.534Z,37395642-ab2f-486f-a07f-da20c09f84d1
4052,266,942962.56,772152.24,170810.32,,,,,2023-11-01T00:00:00.000Z,146221,a662b5d7a3fb11873dbe06bc02df040e349b122b,2023-11-01T05:42:35.534Z,f994b5c8-d3b2-473e-bf38-9d6ca91682c8
3279,,,,,,,,,,,3c25cd357642fd1d6d7e92fd3b2133fbf309bee4,2023-03-18T13:22:12.883Z,37aebad0-3281-4115-8c89-6bbaea9af4cd
3280,,,,,,,,,,,5b721c706a446006f197365b5249d07c164c23a4,2023-03-18T13:22:12.883Z,b4bc94c7-07d3-4db4-850c-4cff04a74ee0
3281,,,,,,,,,,,c052ff8b825c1919dfa5583d13dd206ccb87fb70,2023-03-18T13:22:12.883Z,5f6fbae1-b399-40e4-b140-339972ffb144
3282,,,,,,,,,,,4de4f18a000c45a3db1843e3b317fcca0bcd29f2,2023-03-18T13:22:12.883Z,5fd5de0e-8d0b-47ee-be84-6584c7107aa0
3284,,,,,,,,,,,ad11a217c8e798cf182acfff7afbfe97bc995e4a,2023-03-18T13:22:12.883Z,77fd3ecb-3212-4669-96c8-61f662eeaafd
3289,,,,,,,,,,,c6a447d79ddb49224c5a867a69dfe62131a08fe0,2023-03-18T13:22:12.883Z,91398e9d-3391-4119-b456-31db6472c4a7
3295,,,,,,,,,,,ac880b82d63e8a6f7a05f5026a96cd647030b532,2023-03-18T13:22:12.883Z,3db16b41-6005-4fb8-aeff-b417bc990ed8
3296,,,,,,,,,,,cad9be6872e2068328f5e68cf6c9de2ed4cb4302,2023-03-18T13:22:12.883Z,31b29cc3-5dfe-49e5-b9fa-80aca3f5e2fd
3297,,,,,,,,,,,d40477ee724d1819a92e0541b18e89f72ff2152d,2023-03-18T13:22:12.883Z,baf05251-1cc0-4436-9d31-2344a818fee7
3298,,,,,,,,,,,ef7eca6dcda0eb799e152814f01b1740b4d9fdf0,2023-03-18T13:22:12.883Z,648c89cc-e216-48f5-8b9d-fd8d065cdf33
3301,,,,,,,,,,,3ea9739b33c99b7cfc4505df8dda18d8437a3606,2023-03-18T13:22:12.883Z,4d1c0122-7ec2-45d1-8800-5549097a1db1
3302,,,,,,,,,,,e4f70b664139b4aae991e180e7e810b0579fc2ba,2023-03-18T13:22:12.883Z,26797667-7204-42b7-9d28-ac8a96c551b1
3303,,,,,,,,,,,4a078790aa4bf1d74174df14ffd2dbdc94a138ae,2023-03-18T13:22:12.883Z,4a8b53d1-1e5a-4fba-bfec-385e3c718eb4
3307,,,,,,,,,,,0f46e94149179499f56e9423f5de182e813b55a4,2023-03-18T13:22:12.883Z,5d86432f-0282-4e00-9b72-87ba1d9fa68c
3308,,,,,,,,,,,f358590cafd46e448c7c553352006ca8887d0ca6,2023-03-18T13:22:12.883Z,e5a089da-5b33-46cb-a0bb-d19591e3e1d8
3310,,,,,,,,,,,462c3afebd1303735fa8e0c865492e44be261d49,2023-03-18T13:22:12.883Z,b87545ed-fd04-472a-a835-3073ba1b7513
3311,,,,,,,,,,,5c488d304155546800dd509da18279269fc910c8,2023-03-18T13:22:12.883Z,da0d9590-6803-4e5e-aaba-058711c90275
3312,,,,,,,,,,,b820bc45ed1de0c16fdead4899aa7fb069d2aec7,2023-03-18T13:22:12.883Z,9901311c-f325-480d-8c87-73d887a15814
3313,,,,,,,,,,,1faa20730cf92b5b5fbd652cb7c4df1e4e580c45,2023-03-18T13:22:12.883Z,fb83b2df-b7fe-44a1-8c74-52f73e32b27f
3316,,,,,,,,,,,31cd755c9fb387791b05c309f7dc7fc5454ade5d,2023-03-18T13:22:12.883Z,9ba79030-54c2-4c98-838b-c7346bc7758e
3317,,,,,,,,,,,4f3c4622b5f02af84b698c2e00e07f2d236957fc,2023-03-18T13:22:12.883Z,e1b781ac-b0ac-4266-a6e5-9fb53136e52e
3318,,,,,,,,,,,cfa49d2389079f29abafc86c7845a38c53d1ed4b,2023-03-18T13:22:12.883Z,76ebd6f4-2d62-49e5-bffc-b71172cbd1c9
3319,,,,,,,,,,,85c22e442794a98d7fdedacafff89f38e9327863,2023-03-18T13:22:12.883Z,2ff6e0d9-f488-4b51-808d-3b6d4f5cc8b3
3321,,,,,,,,,,,12454298c11d0eebab4273d49f4fc3492d7cdc19,2023-03-18T13:22:12.883Z,92bcf2eb-7817-437d-ab49-b6cf063ba777
3323,,,,,,,,,,,53ca4b1d02d045af92c6f1bece9ff773f1f24ef5,2023-03-18T13:22:12.883Z,70973fe8-dafd-4039-b91f-b2088b50b104
3324,,,,,,,,,,,402df21a2cbaa961de7a34dc9f7141d85345081c,2023-03-18T13:22:12.883Z,9f0e24ce-10b4-4805-a917-838bd6ce26f4
3325,,,,,,,,,,,55572738e80a36b533237f907123353188c808a6,2023-03-18T13:22:12.883Z,6c0855db-0000-44de-8237-445a42cffc85
3327,,,,,,,,,,,c7aa7ddc12e59eed3f904c2ffdbcbd02f91f90fd,2023-03-18T13:22:12.883Z,2e54881b-6d79-4cde-a44c-0de6a799c8a7
4060,187,1042290.55,810073.94,232216.61,,,,,2023-11-01T00:00:00.000Z,0,308afc915b9166416f16c5d0719286379dd51f6c,2023-11-01T05:42:35.534Z,d0f5a874-abf0-4a2f-b968-41cb8c5b2f8a
3331,,,,,,,,,,,854cdf38c51ae636655c00a7e6a9d5762b7bbb2d,2023-03-18T13:22:12.883Z,09b1b1f0-cb91-47bb-951b-fc3f6479f12b
3332,,,,,,,,,,,89a3452c16d41a52ebe56130f17ef128150d199a,2023-03-18T13:22:12.883Z,977045e1-b9a8-4e66-85d7-3f185a908872
3334,,,,,,,,,,,548b60fdd3b7f701e7efad74e7e436961d569f1e,2023-03-18T13:22:12.883Z,9a9d4735-d1c9-4c1b-a45a-708afab785a3
3337,,,,,,,,,,,96e56c2eeb01c12c332f232fe2ce0da2cea7436a,2023-03-18T13:22:12.883Z,a708ec1e-c687-40b5-83cc-a6415f154a5e
3338,,,,,,,,,,,011345a611c54291c220327c31a4e64fe2163c1c,2023-03-18T13:22:12.883Z,c25247de-e108-4b96-8427-e41503f0d8d5
3339,,,,,,,,,,,384cb7109237745f247055828c3187463b15fb34,2023-03-18T13:22:12.883Z,c9600fdd-14f6-41aa-bbe3-3a2e45d8d014
3343,,,,,,,,,,,d72e95e826deeac8f3d765eedf95fe2d959dc76b,2023-03-18T13:22:12.883Z,92420168-8329-474b-b5c1-d15964c38172
3344,,,,,,,,,,,8e4c9a8644668f49bd7210a23ef5a6d5543d17ca,2023-03-18T13:22:12.883Z,968c01bd-f4ff-435d-9c5d-c4d02bc76038
3345,,,,,,,,,,,11489fe0bf724e1bb4e570c64850f87faa34a3cd,2023-03-18T13:22:12.883Z,00880f32-105a-4caa-a15d-f5e815c86493
3346,,,,,,,,,,,31c9d282c284e96a60b8decafe6d493475f61950,2023-03-18T13:22:12.883Z,58a13312-2c80-4cc6-84fd-6bf286e814ad
3347,,,,,,,,,,,73bbeb357c119b774f39404a6bf7ef954fcf54dc,2023-03-18T13:22:12.883Z,f5c759e5-8a05-47f8-ba76-36a8a5226d23
3348,,,,,,,,,,,e84ce8ba89d56ed9373dd16a80ff2515b37b2cc9,2023-03-18T13:22:12.883Z,2fa2be64-f9bb-4e40-81db-fb5a62ca1533
3349,,,,,,,,,,,9440b93a37abf47f230e4c6b54c84123c9e91f8e,2023-03-18T13:22:12.883Z,8091a2a4-c5e1-483f-a198-4dee2f4c7541
3350,,,,,,,,,,,4ec1210378d5311faf3d3f50ae64f744a8e32c27,2023-03-18T13:22:12.883Z,3113a133-afb1-4daa-a445-34028b2ee1bf
3351,,,,,,,,,,,ca67dfb8cdac5fb29c3ec3a64a8d6a7e1670bb64,2023-03-18T13:22:12.883Z,9eddc05c-b6a9-4602-8335-0c368709c8d3
3352,,,,,,,,,,,1f24e5199d2ae75167dd709a5f597c98085129cb,2023-03-18T13:22:12.883Z,9fc1b383-a4a9-41a2-8836-00b219ecbee7
3353,,,,,,,,,,,e9836a87a81d8edbb5561d38ec908279e9a1f1f6,2023-03-18T13:22:12.883Z,f4d38443-7d4b-493f-8dc1-554ded94c1eb
3354,,,,,,,,,,,a7d5110484528ca91f4fa726285f298471d33400,2023-03-18T13:22:12.883Z,6d6cc35e-3ee1-4006-a0f7-4677163cd833
3355,,,,,,,,,,,0c650751c5f9a5bf4f57860fe60c0c9702b0527f,2023-03-18T13:22:12.883Z,651a99ba-4d36-4ec2-9289-d8e1fd34f10b
3356,,,,,,,,,,,4fe7e1caa85d88b585319b2fb8816083a91a251d,2023-03-18T13:22:12.883Z,07fc7c10-6c52-41ec-8214-9b6bc236d09a
3357,,,,,,,,,,,8acdb2d975e89caef03b6bf921577baae96cf475,2023-03-18T13:22:12.883Z,579e8e08-b653-4b5a-a1fb-03f777503bf6
3359,,,,,,,,,,,4f152c4fe26d1219c9fa8667ace752cf97d2a82e,2023-03-18T13:22:12.883Z,6033d90d-b94b-4a03-a78c-40f8fd889b68
3361,,,,,,,,,,,5f9440a75ef26295e1a70e622669ff5cacab6079,2023-03-18T13:22:12.883Z,0ad2b98c-58f8-480f-9c6f-1a047ea009a2
3364,,,,,,,,,,,cd82167f5a68f9bd79b61780c7f5172c78bf6fc0,2023-03-18T13:22:12.883Z,fa54f987-4f52-4fdb-947b-28b6b2f09391
3365,,,,,,,,,,,be6639e0cec3296a066014ecc5e540a79781a65c,2023-03-18T13:22:12.883Z,150ef065-5047-470a-aa0b-588851e3c163
3367,,,,,,,,,,,473c822ed91ad3556f50b4cfef306f404ae249cd,2023-03-18T13:22:12.883Z,633111b0-2982-4afd-9b1c-583adb9a9cca
3368,,,,,,,,,,,76a46f76ed04518b315863cc29efa0e38d7f5bd2,2023-03-18T13:22:12.883Z,3b43bf1e-aedb-4af2-9677-cd180e77a7ad
3369,,,,,,,,,,,387f945540919869c17094bd65b56653c8a31515,2023-03-18T13:22:12.883Z,f3e58dc5-04a5-460d-bc31-3d3209e454e1
3370,,,,,,,,,,,d9aa500fb52903a574adddaefd21ad6ebbf22e66,2023-03-18T13:22:12.883Z,3561aca9-c501-4609-9f92-79abde8ff69c
3371,,,,,,,,,,,45fe24e2305f4c47a8fbdc352f369d14748a9af3,2023-03-18T13:22:12.883Z,a1dc39cb-cbda-4d97-ad01-6d257f7bc7ed
3372,,,,,,,,,,,7525bd467fbedf8d24837a5e5a1a0e077c2d2171,2023-03-18T13:22:12.883Z,31810437-de67-4ee6-ace7-844338899267
3373,,,,,,,,,,,f25bd403653a14306fef5baf8dbedad580d1aa73,2023-03-18T13:22:12.883Z,74a8ef71-f2f3-4cb4-9b74-7dd9d0ef27d9
3374,,,,,,,,,,,de57e04ac7d8cedb0684a40392b9fc938f986e98,2023-03-18T13:22:12.883Z,6cf2cb23-79f9-4cae-8fb3-7c80ebadf0a8
3375,,,,,,,,,,,de3c6451f5bdd665ae48fab4347ae72cebd826ac,2023-03-18T13:22:12.883Z,db538b13-d0ac-4aac-9619-6b55b703044b
4078,387,7115053.78,6471155.03,643898.75,,,,,2023-11-01T00:00:00.000Z,601235.07,a35c27c840d3deb5c25e687ff58cc8581f4e7545,2023-11-01T05:42:35.534Z,c14fdd35-1f29-484f-a09d-5b52a97086a7
3377,,,,,,,,,,,87ee82561a66fbae271ed5dcbc14055d10af9679,2023-03-18T13:22:12.883Z,248c7539-a2a6-4549-8301-aa42f1f5ab38
3378,,,,,,,,,,,39b87af367b04f4891ca83f13bbb801f543571c8,2023-03-18T13:22:12.883Z,0647b596-1c3a-47af-b53d-cb396bf70cbc
3379,,,,,,,,,,,7418998129b4b6e5b151d7167f369c43f45b1ecf,2023-03-18T13:22:12.883Z,88d8de13-7c22-4fd2-a1b2-95937e19632e
3380,,,,,,,,,,,2136676b444777923e4429ad10a37fc1879daf28,2023-03-18T13:22:12.883Z,d9474423-e270-4b3a-b841-1eebff15dd00
3381,,,,,,,,,,,e0b765f054b5f2278a4b23c693c65a70bb8a77b4,2023-03-18T13:22:12.883Z,0603ad52-8ca2-47ca-8929-5b16efdc8443
3383,,,,,,,,,,,7a62a682a4c1208fc20f555fff9b1f2cbe9f7b7b,2023-03-18T13:22:12.883Z,d934a62e-0f70-4f91-8afc-91d60ce0d44a
3385,,,,,,,,,,,1f4ee1f81fd26d111ef986546cb33d4074df3f9c,2023-03-18T13:22:12.883Z,691e52d3-3582-4c0d-bbd2-7dc2eb13bbba
3386,,,,,,,,,,,c9dfc6f02ec7013b8f7199cb4d2e9b92607c7185,2023-03-18T13:22:12.883Z,3f1d4956-67a3-45a0-9c24-aadb26fbdb98
3387,,,,,,,,,,,8a86eeb73fd0a4095fe81cdeb5166f27f5ce9086,2023-03-18T13:22:12.883Z,0f05dd94-419e-49cb-9374-6aeccdc968b2
3388,,,,,,,,,,,681fdf87cd574ec06325f076f3ece7f3f064e70e,2023-03-18T13:22:12.883Z,d1711f90-f3f0-478d-af9e-e9596f18395f
3390,,,,,,,,,,,229001204b062f28e00f8af70df7514087dddce1,2023-03-18T13:22:12.883Z,6d24fca5-309e-4b8d-86ae-9154cb72b4cf
3391,,,,,,,,,,,05d8b68dcb69e3471d304e77a73462931a30dd33,2023-03-18T13:22:12.883Z,ab433868-b14b-43a4-8e22-a998156a8aff
3393,,,,,,,,,,,65ec2c211e734a6254de2c0add9bec344da48348,2023-03-18T13:22:12.883Z,bdee98f7-7f93-4a39-8eab-cd6cd9d60b9e
3394,,,,,,,,,,,becfb2684f787970bf0c8f0932a7857ada8b8d4d,2023-03-18T13:22:12.883Z,4ec8920e-b68e-4852-a351-bf55ae4ca426
3396,,,,,,,,,,,224d99e93dc4b8b1716c2ceb7b29046bfeef3a47,2023-03-18T13:22:12.883Z,56389662-b997-4759-b7d7-a1471095de3d
3397,,,,,,,,,,,508c7c42845afb4d73dbfae150e5728398b09ff2,2023-03-18T13:22:12.883Z,db1aa711-aea5-43ad-a7fa-c5273851e7ed
3398,,,,,,,,,,,346a17e45353e6c4fb4492bfb8cee9c43bcbd067,2023-03-18T13:22:12.883Z,eb047396-1f1f-4c14-b9fb-c1e89910283b
3399,,,,,,,,,,,817cdc22d8bc3df8ab979c15fdd102f977732bd4,2023-03-18T13:22:12.883Z,196e1eef-dac1-455c-beed-3668137c5413
3400,,,,,,,,,,,c1ecd224920f0ad980f0011773689243639c0e89,2023-03-18T13:22:12.883Z,3e08a172-b7d3-49dd-bae3-75daa6722138
3402,,,,,,,,,,,c9baaea53c5f0ebfb8f65875f1659e1faf7cdd9f,2023-03-18T13:22:12.883Z,1fbb3c9f-8ce5-4493-b5a6-5a1b3b75864f
3407,,,,,,,,,,,3cec118f3d887f61f2358cf87b66a37328c2b05a,2023-03-18T13:22:12.883Z,ed257fb5-0202-498b-befe-9d1dfc960938
3408,,,,,,,,,,,2505070a9ff55c93cb55787e9d93f9e65effa451,2023-03-18T13:22:12.883Z,0631e8a5-a3ab-44a0-b64e-cf2246f6c004
3409,,,,,,,,,,,356425f0e8dcece65e0843644de8dd36faa291ac,2023-03-18T13:22:12.883Z,72484bb3-4991-4acf-8b65-f333cfe185ea
3410,,,,,,,,,,,512a1ba74dbfb00ebc2820726518fbe903575fa7,2023-03-18T13:22:12.883Z,a92d6cd8-c0af-40e9-a95e-0d557f988f11
3411,,,,,,,,,,,21181fc4cf8a80054ae3ffa1f3ff5a600a096822,2023-03-18T13:22:12.883Z,b9d37846-1585-4fe5-b5dd-e42ac8582fe4
3412,,,,,,,,,,,33c75833c5c125b67ea84b56561f910879c398a9,2023-03-18T13:22:12.883Z,3888c584-11b9-4b56-95cc-aca19caf0e19
3414,,,,,,,,,,,bef2ab4f782fd55d1f64dac32065dfd4222e28b8,2023-03-18T13:22:12.883Z,bb412292-2152-4ce0-aa7d-d54b19064843
3415,,,,,,,,,,,00d9174dcb561c3661348c20859aca18a29b85cd,2023-03-18T13:22:12.883Z,b9b9d7a2-ce60-4893-8882-72a05f4eccdf
3416,,,,,,,,,,,dbfe3e700ffc4e1a3d284ae19ddf88a9637a057d,2023-03-18T13:22:12.883Z,c04d4659-4a97-4700-a0f4-d917c58b3b87
3417,,,,,,,,,,,206b109251a9b0753efe0dcda86436977cec59f5,2023-03-18T13:22:12.883Z,5a106c69-e1b1-4098-b49a-92efe519a93c
3418,,,,,,,,,,,dde1b7f2055537491aa2952193b4342b41ffaaa6,2023-03-18T13:22:12.883Z,0681c16f-0e9a-4444-a065-2b4ecf081825
3419,,,,,,,,,,,f4cc6eecc37f412ef3aadea8bda754f98c25180c,2023-03-18T13:22:12.883Z,ff01c58e-2e93-4258-abb6-0d0e8f0b55bb
3420,,,,,,,,,,,516e368c4084785035c76648f172891494f3711e,2023-03-18T13:22:12.883Z,da91557e-c529-4ec4-ab3f-efd7153dcc87
3421,,,,,,,,,,,44a5bc886b095a58640abea05f8eca7274ef03fd,2023-03-18T13:22:12.883Z,e65c9f81-e76d-4bee-b1ba-99fddae5b5b8
3422,,,,,,,,,,,c3a54878c4c4beb7fd085a74b0122c86b49b9c56,2023-03-18T13:22:12.883Z,b059df77-79f8-469e-aa0b-978705425a8b
3423,,,,,,,,,,,3ea2474197ef1770906e828b115d4e4a00088987,2023-03-18T13:22:12.883Z,6e31d70c-b0c2-4333-84d4-cc70781417e4
3424,,,,,,,,,,,3eb81b65e88a7158fcfa10e3114c7abe3bd9cde9,2023-03-18T13:22:12.883Z,a2244b6d-8ac9-4d0a-8610-7e87842dc119
3425,,,,,,,,,,,ce9c628a2d1ead9ea425186dc7589a5452658a27,2023-03-18T13:22:12.883Z,019cdfee-ed1c-4ed7-b745-7bfb7901464d
3426,,,,,,,,,,,295a252601a303701a7fb288982e6ce0cd5ad171,2023-03-18T13:22:12.883Z,798f8d1b-0018-4271-b0c6-7a6cbb4751af
3427,,,,,,,,,,,b0241b7e8763eb6431d2bea60abe2b2c3f829155,2023-03-18T13:22:12.883Z,ad782170-bc52-4845-8880-550b9e92f888
